species	type	cnt	cnt.est	method	sample	coverage
Mycobacterium tuberculosis	defensin	1.0	1.171	read-based	HQ	32
Mycobacterium tuberculosis	doxorubicin	2.0	1.525	read-based	HQ	32
Mycobacterium tuberculosis	macrolide-lincosamide-streptogramin	1.0	1.03	read-based	HQ	32
Mycobacterium tuberculosis	multidrug	7.0	6.282	read-based	HQ	32
Mycobacterium tuberculosis	quinolone	1.0	0.513	read-based	HQ	32
Neisseria gonorrhoeae	bacitracin	1.0	0.807	read-based	HQ	32
Neisseria gonorrhoeae	fatty_acid	2.0	0.0	read-based	HQ	32
Neisseria gonorrhoeae	macrolide-lincosamide-streptogramin	2.0	2.035	read-based	HQ	32
Neisseria gonorrhoeae	multidrug	4.0	4.967	read-based	HQ	32
Neisseria gonorrhoeae	sulfonamide	1.0	1.15	read-based	HQ	32
Neisseria meningitidis	bacitracin	1.0	0.987	read-based	HQ	32
Neisseria meningitidis	fatty_acid	2.0	0.0	read-based	HQ	32
Neisseria meningitidis	macrolide-lincosamide-streptogramin	2.0	2.349	read-based	HQ	32
Neisseria meningitidis	multidrug	4.0	4.093	read-based	HQ	32
Neisseria meningitidis	sulfonamide	1.0	1.29	read-based	HQ	32
Providencia alcalifaciens	aminoglycoside	1.0	0.878	read-based	HQ	32
Providencia alcalifaciens	bacitracin	1.0	0.951	read-based	HQ	32
Providencia alcalifaciens	beta-lactam	1.0	1.157	read-based	HQ	32
Providencia alcalifaciens	biocide	1.0	0.854	read-based	HQ	32
Providencia alcalifaciens	colistin	8.0	6.216	read-based	HQ	32
Providencia alcalifaciens	macrolide-lincosamide-streptogramin	2.0	1.947	read-based	HQ	32
Providencia alcalifaciens	multidrug	13.0	12.629	read-based	HQ	32
Providencia alcalifaciens	quinolone	1.0	0.552	read-based	HQ	32
Pseudomonas aeruginosa	aminoglycoside	1.0	0.926	read-based	HQ	32
Pseudomonas aeruginosa	bacitracin	1.0	0.971	read-based	HQ	32
Pseudomonas aeruginosa	beta-lactam	2.0	1.803	read-based	HQ	32
Pseudomonas aeruginosa	biocide	6.0	5.606	read-based	HQ	32
Pseudomonas aeruginosa	colistin	9.0	8.127	read-based	HQ	32
Pseudomonas aeruginosa	defensin	1.0	0.67	read-based	HQ	32
Pseudomonas aeruginosa	fosfomycin	1.0	1.117	read-based	HQ	32
Pseudomonas aeruginosa	macrolide-lincosamide-streptogramin	1.0	1.148	read-based	HQ	32
Pseudomonas aeruginosa	multidrug	30.0	26.699	read-based	HQ	32
Pseudomonas aeruginosa	phenicol	1.0	0.853	read-based	HQ	32
Salmonella enterica	aminoglycoside	1.0	0.663	read-based	HQ	32
Salmonella enterica	bacitracin	2.0	1.707	read-based	HQ	32
Salmonella enterica	bacteriocin	1.0	0.617	read-based	HQ	32
Salmonella enterica	biocide	3.0	2.378	read-based	HQ	32
Salmonella enterica	colistin	10.0	10.305	read-based	HQ	32
Salmonella enterica	fosmidomycin	1.0	1.07	read-based	HQ	32
Salmonella enterica	macrolide-lincosamide-streptogramin	2.0	2.261	read-based	HQ	32
Salmonella enterica	multidrug	25.0	23.075	read-based	HQ	32
Staphylococcus aureus	bacitracin	1.0	0.877	read-based	HQ	32
Staphylococcus aureus	bacteriocin	2.0	2.9080000000000004	read-based	HQ	32
Staphylococcus aureus	biocide	1.0	0.789	read-based	HQ	32
Staphylococcus aureus	defensin	9.0	8.424	read-based	HQ	32
Staphylococcus aureus	fatty_acid	1.0	0.0	read-based	HQ	32
Staphylococcus aureus	fosfomycin	1.0	1.096	read-based	HQ	32
Staphylococcus aureus	multidrug	8.0	7.426	read-based	HQ	32
Staphylococcus aureus	tetracycline	1.0	1.19	read-based	HQ	32
Staphylococcus pseudintermedius	bacitracin	1.0	1.356	read-based	HQ	32
Staphylococcus pseudintermedius	beta-lactam	1.0	0.962	read-based	HQ	32
Staphylococcus pseudintermedius	defensin	5.0	4.206	read-based	HQ	32
Staphylococcus pseudintermedius	multidrug	2.0	2.0540000000000003	read-based	HQ	32
Streptococcus agalactiae	bacitracin	1.0	0.881	read-based	HQ	32
Streptococcus agalactiae	bacteriocin	1.0	0.886	read-based	HQ	32
Streptococcus agalactiae	defensin	5.0	5.118	read-based	HQ	32
Streptococcus agalactiae	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	HQ	32
Streptococcus agalactiae	tetracycline	1.0	0.967	read-based	HQ	32
Streptococcus pyogenes	bacitracin	1.0	1.098	read-based	HQ	32
Streptococcus pyogenes	defensin	4.0	4.21	read-based	HQ	32
Streptococcus suis	aminoglycoside	1.0	1.061	read-based	HQ	32
Streptococcus suis	bacitracin	1.0	1.252	read-based	HQ	32
Streptococcus suis	defensin	4.0	3.714	read-based	HQ	32
Streptococcus suis	macrolide-lincosamide-streptogramin	1.0	0.951	read-based	HQ	32
Streptococcus suis	phenicol	1.0	0.849	read-based	HQ	32
Streptococcus suis	tetracycline	4.0	2.783	read-based	HQ	32
Vibrio cholerae	bacitracin	1.0	0.979	read-based	HQ	32
Vibrio cholerae	beta-lactam	1.0	1.015	read-based	HQ	32
Vibrio cholerae	biocide	1.0	0.889	read-based	HQ	32
Vibrio cholerae	colistin	3.0	2.815	read-based	HQ	32
Vibrio cholerae	macrolide-lincosamide-streptogramin	1.0	1.073	read-based	HQ	32
Vibrio cholerae	multidrug	19.0	19.079	read-based	HQ	32
Vibrio cholerae	phenicol	1.0	1.299	read-based	HQ	32
Vibrio parahaemolyticus	bacitracin	1.0	0.777	read-based	HQ	32
Vibrio parahaemolyticus	beta-lactam	1.0	1.199	read-based	HQ	32
Vibrio parahaemolyticus	biocide	5.0	3.88	read-based	HQ	32
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	2.0	1.466	read-based	HQ	32
Vibrio parahaemolyticus	multidrug	19.0	17.304	read-based	HQ	32
Vibrio parahaemolyticus	phenicol	1.0	1.065	read-based	HQ	32
Vibrio parahaemolyticus	quinolone	1.0	0.404	read-based	HQ	32
Vibrio parahaemolyticus	tetracycline	2.0	1.404	read-based	HQ	32
Neisseria gonorrhoeae	fatty acid	0.0	2.312	read-based	HQ	32
Neisseria meningitidis	fatty acid	0.0	1.753	read-based	HQ	32
Staphylococcus aureus	fatty acid	0.0	0.936	read-based	HQ	32
Staphylococcus pseudintermedius	fosfomycin	0.0	0.481	read-based	HQ	32
unclassified	beta-lactam	0.0	0.0	read-based	HQ	32
unclassified	macrolide-lincosamide-streptogramin	0.0	0.0	read-based	HQ	32
unclassified	multidrug	0.0	0.0	read-based	HQ	32
unclassified	tetracycline	0.0	0.0	read-based	HQ	32
Acinetobacter baumannii	aminoglycoside	1.0	0.0	read-based	LQ	1
Acinetobacter baumannii	bacitracin	1.0	0.0	read-based	LQ	1
Acinetobacter baumannii	beta-lactam	3.0	3.423	read-based	LQ	1
Acinetobacter baumannii	biocide	1.0	1.136	read-based	LQ	1
Acinetobacter baumannii	fosfomycin	1.0	1.143	read-based	LQ	1
Acinetobacter baumannii	macrolide-lincosamide-streptogramin	2.0	4.227	read-based	LQ	1
Acinetobacter baumannii	multidrug	14.0	14.83	read-based	LQ	1
Acinetobacter baumannii	phenicol	2.0	3.06	read-based	LQ	1
Bacillus cereus	bacitracin	1.0	0.615	read-based	LQ	1
Bacillus cereus	beta-lactam	5.0	1.044	read-based	LQ	1
Bacillus cereus	defensin	6.0	3.047	read-based	LQ	1
Bacillus cereus	fosfomycin	1.0	1.824	read-based	LQ	1
Bacillus cereus	macrolide-lincosamide-streptogramin	2.0	1.774	read-based	LQ	1
Bacillus cereus	phenicol	1.0	0.613	read-based	LQ	1
Bacillus cereus	streptothricin	1.0	1.184	read-based	LQ	1
Bacillus cereus	tetracycline	1.0	0.0	read-based	LQ	1
Campylobacter jejuni	bacitracin	1.0	0.889	read-based	LQ	1
Campylobacter jejuni	beta-lactam	1.0	2.667	read-based	LQ	1
Campylobacter jejuni	colistin	1.0	2.66	read-based	LQ	1
Campylobacter jejuni	multidrug	6.0	2.667	read-based	LQ	1
Citrobacter freundii	aminoglycoside	1.0	0.8	read-based	LQ	1
Citrobacter freundii	bacitracin	2.0	0.778	read-based	LQ	1
Citrobacter freundii	bacteriocin	2.0	0.0	read-based	LQ	1
Citrobacter freundii	beta-lactam	1.0	0.0	read-based	LQ	1
Citrobacter freundii	biocide	3.0	2.346	read-based	LQ	1
Citrobacter freundii	colistin	10.0	6.386	read-based	LQ	1
Citrobacter freundii	fosmidomycin	1.0	0.749	read-based	LQ	1
Citrobacter freundii	macrolide-lincosamide-streptogramin	2.0	3.1980000000000004	read-based	LQ	1
Citrobacter freundii	multidrug	24.0	19.905	read-based	LQ	1
Clostridioides difficile	bacitracin	2.0	7.836	read-based	LQ	1
Clostridioides difficile	beta-lactam	1.0	0.0	read-based	LQ	1
Clostridioides difficile	biocide	1.0	2.667	read-based	LQ	1
Clostridioides difficile	defensin	3.0	10.613	read-based	LQ	1
Clostridioides difficile	glycopeptide	2.0	2.667	read-based	LQ	1
Clostridioides difficile	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	LQ	1
Clostridioides difficile	multidrug	2.0	10.661	read-based	LQ	1
Clostridioides difficile	nitroimidazole	1.0	2.667	read-based	LQ	1
Enterobacter cloacae	bacitracin	2.0	2.115	read-based	LQ	1
Enterobacter cloacae	bacteriocin	1.0	0.0	read-based	LQ	1
Enterobacter cloacae	beta-lactam	2.0	0.727	read-based	LQ	1
Enterobacter cloacae	biocide	2.0	0.724	read-based	LQ	1
Enterobacter cloacae	colistin	10.0	7.218999999999999	read-based	LQ	1
Enterobacter cloacae	fosfomycin	1.0	0.0	read-based	LQ	1
Enterobacter cloacae	fosmidomycin	1.0	0.75	read-based	LQ	1
Enterobacter cloacae	macrolide-lincosamide-streptogramin	2.0	0.717	read-based	LQ	1
Enterobacter cloacae	multidrug	21.0	11.934	read-based	LQ	1
Enterobacter hormaechei	bacitracin	2.0	1.0	read-based	LQ	1
Enterobacter hormaechei	bacteriocin	1.0	0.0	read-based	LQ	1
Enterobacter hormaechei	beta-lactam	1.0	0.903	read-based	LQ	1
Enterobacter hormaechei	biocide	2.0	1.0	read-based	LQ	1
Enterobacter hormaechei	colistin	10.0	0.0	read-based	LQ	1
Enterobacter hormaechei	fosfomycin	1.0	0.0	read-based	LQ	1
Enterobacter hormaechei	fosmidomycin	1.0	0.0	read-based	LQ	1
Enterobacter hormaechei	macrolide-lincosamide-streptogramin	3.0	0.0	read-based	LQ	1
Enterobacter hormaechei	multidrug	19.0	17.87	read-based	LQ	1
Enterobacter hormaechei	phenicol	1.0	0.0	read-based	LQ	1
Enterococcus faecium	aminoglycoside	2.0	0.889	read-based	LQ	1
Enterococcus faecium	bacitracin	1.0	2.654	read-based	LQ	1
Enterococcus faecium	defensin	6.0	7.919	read-based	LQ	1
Enterococcus faecium	fosfomycin	1.0	0.881	read-based	LQ	1
Enterococcus faecium	glycopeptide	2.0	1.772	read-based	LQ	1
Enterococcus faecium	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	LQ	1
Enterococcus faecium	multidrug	3.0	0.0	read-based	LQ	1
Escherichia coli	bacitracin	2.0	1.578	read-based	LQ	1
Escherichia coli	bacteriocin	2.0	3.994	read-based	LQ	1
Escherichia coli	beta-lactam	1.0	0.0	read-based	LQ	1
Escherichia coli	biocide	2.0	0.796	read-based	LQ	1
Escherichia coli	colistin	10.0	4.755	read-based	LQ	1
Escherichia coli	fosmidomycin	1.0	0.8	read-based	LQ	1
Escherichia coli	macrolide-lincosamide-streptogramin	2.0	0.0	read-based	LQ	1
Escherichia coli	multidrug	30.0	19.08	read-based	LQ	1
Klebsiella pneumoniae	aminoglycoside	5.0	17.355	read-based	LQ	1
Klebsiella pneumoniae	bacitracin	2.0	2.463	read-based	LQ	1
Klebsiella pneumoniae	beta-lactam	7.0	20.564	read-based	LQ	1
Klebsiella pneumoniae	biocide	4.0	7.284	read-based	LQ	1
Klebsiella pneumoniae	colistin	10.0	14.202	read-based	LQ	1
Klebsiella pneumoniae	fosfomycin	1.0	0.0	read-based	LQ	1
Klebsiella pneumoniae	fosmidomycin	1.0	0.0	read-based	LQ	1
Klebsiella pneumoniae	macrolide-lincosamide-streptogramin	2.0	1.143	read-based	LQ	1
Klebsiella pneumoniae	multidrug	27.0	16.272000000000002	read-based	LQ	1
Klebsiella pneumoniae	phenicol	1.0	3.417	read-based	LQ	1
Klebsiella pneumoniae	sulfonamide	1.0	3.017	read-based	LQ	1
Klebsiella pneumoniae	tetracycline	1.0	3.396	read-based	LQ	1
Klebsiella pneumoniae	trimethoprim	1.0	3.422	read-based	LQ	1
Legionella pneumophila	aminoglycoside	1.0	0.0	read-based	LQ	1
Legionella pneumophila	beta-lactam	1.0	0.0	read-based	LQ	1
Legionella pneumophila	biocide	1.0	0.0	read-based	LQ	1
Listeria monocytogenes	bacteriocin	2.0	2.473	read-based	LQ	1
Listeria monocytogenes	biocide	4.0	1.823	read-based	LQ	1
Listeria monocytogenes	defensin	5.0	3.061	read-based	LQ	1
Listeria monocytogenes	fosfomycin	1.0	0.602	read-based	LQ	1
Listeria monocytogenes	macrolide-lincosamide-streptogramin	1.0	1.746	read-based	LQ	1
Listeria monocytogenes	multidrug	5.0	5.526	read-based	LQ	1
Listeria monocytogenes	rifamycin	1.0	0.615	read-based	LQ	1
Mycobacterium tuberculosis	aminoglycoside	1.0	0.458	read-based	LQ	1
Mycobacterium tuberculosis	bacitracin	1.0	0.941	read-based	LQ	1
Mycobacterium tuberculosis	beta-lactam	1.0	0.0	read-based	LQ	1
Mycobacterium tuberculosis	defensin	1.0	0.0	read-based	LQ	1
Mycobacterium tuberculosis	doxorubicin	2.0	1.4089999999999998	read-based	LQ	1
Mycobacterium tuberculosis	macrolide-lincosamide-streptogramin	1.0	1.293	read-based	LQ	1
Mycobacterium tuberculosis	multidrug	7.0	2.867	read-based	LQ	1
Mycobacterium tuberculosis	quinolone	1.0	0.0	read-based	LQ	1
Neisseria gonorrhoeae	bacitracin	1.0	0.0	read-based	LQ	1
Neisseria gonorrhoeae	fatty_acid	2.0	0.0	read-based	LQ	1
Neisseria gonorrhoeae	macrolide-lincosamide-streptogramin	2.0	0.0	read-based	LQ	1
Neisseria gonorrhoeae	multidrug	4.0	3.195	read-based	LQ	1
Neisseria gonorrhoeae	sulfonamide	1.0	0.0	read-based	LQ	1
Neisseria meningitidis	bacitracin	1.0	0.0	read-based	LQ	1
Neisseria meningitidis	fatty_acid	2.0	0.0	read-based	LQ	1
Neisseria meningitidis	macrolide-lincosamide-streptogramin	2.0	2.654	read-based	LQ	1
Neisseria meningitidis	multidrug	4.0	2.634	read-based	LQ	1
Neisseria meningitidis	sulfonamide	1.0	1.327	read-based	LQ	1
Providencia alcalifaciens	aminoglycoside	1.0	0.56	read-based	LQ	1
Providencia alcalifaciens	bacitracin	1.0	1.095	read-based	LQ	1
Providencia alcalifaciens	beta-lactam	1.0	0.0	read-based	LQ	1
Providencia alcalifaciens	biocide	1.0	0.56	read-based	LQ	1
Providencia alcalifaciens	colistin	8.0	0.0	read-based	LQ	1
Providencia alcalifaciens	macrolide-lincosamide-streptogramin	2.0	0.571	read-based	LQ	1
Providencia alcalifaciens	multidrug	13.0	3.848	read-based	LQ	1
Providencia alcalifaciens	quinolone	1.0	0.0	read-based	LQ	1
Pseudomonas aeruginosa	aminoglycoside	1.0	5.194	read-based	LQ	1
Pseudomonas aeruginosa	bacitracin	1.0	2.667	read-based	LQ	1
Pseudomonas aeruginosa	beta-lactam	2.0	5.334	read-based	LQ	1
Pseudomonas aeruginosa	biocide	6.0	21.041	read-based	LQ	1
Pseudomonas aeruginosa	colistin	9.0	2.443	read-based	LQ	1
Pseudomonas aeruginosa	defensin	1.0	2.645	read-based	LQ	1
Pseudomonas aeruginosa	fosfomycin	1.0	2.667	read-based	LQ	1
Pseudomonas aeruginosa	macrolide-lincosamide-streptogramin	1.0	10.654	read-based	LQ	1
Pseudomonas aeruginosa	multidrug	30.0	43.267	read-based	LQ	1
Pseudomonas aeruginosa	phenicol	1.0	0.0	read-based	LQ	1
Salmonella enterica	aminoglycoside	1.0	0.667	read-based	LQ	1
Salmonella enterica	bacitracin	2.0	1.331	read-based	LQ	1
Salmonella enterica	bacteriocin	1.0	0.0	read-based	LQ	1
Salmonella enterica	biocide	3.0	1.61	read-based	LQ	1
Salmonella enterica	colistin	10.0	5.966	read-based	LQ	1
Salmonella enterica	fosmidomycin	1.0	1.332	read-based	LQ	1
Salmonella enterica	macrolide-lincosamide-streptogramin	2.0	2.662	read-based	LQ	1
Salmonella enterica	multidrug	25.0	12.328	read-based	LQ	1
Staphylococcus aureus	bacitracin	1.0	5.296	read-based	LQ	1
Staphylococcus aureus	bacteriocin	2.0	5.334	read-based	LQ	1
Staphylococcus aureus	biocide	1.0	0.0	read-based	LQ	1
Staphylococcus aureus	defensin	9.0	56.721	read-based	LQ	1
Staphylococcus aureus	fatty_acid	1.0	0.0	read-based	LQ	1
Staphylococcus aureus	fosfomycin	1.0	5.214	read-based	LQ	1
Staphylococcus aureus	multidrug	8.0	13.325	read-based	LQ	1
Staphylococcus aureus	tetracycline	1.0	0.0	read-based	LQ	1
Staphylococcus pseudintermedius	bacitracin	1.0	0.0	read-based	LQ	1
Staphylococcus pseudintermedius	beta-lactam	1.0	4.403	read-based	LQ	1
Staphylococcus pseudintermedius	defensin	5.0	1.6	read-based	LQ	1
Staphylococcus pseudintermedius	multidrug	2.0	0.0	read-based	LQ	1
Streptococcus agalactiae	bacitracin	1.0	1.143	read-based	LQ	1
Streptococcus agalactiae	bacteriocin	1.0	2.286	read-based	LQ	1
Streptococcus agalactiae	defensin	5.0	8.574	read-based	LQ	1
Streptococcus agalactiae	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	LQ	1
Streptococcus agalactiae	tetracycline	1.0	2.282	read-based	LQ	1
Streptococcus pyogenes	bacitracin	1.0	2.397	read-based	LQ	1
Streptococcus pyogenes	defensin	4.0	0.0	read-based	LQ	1
Streptococcus suis	aminoglycoside	1.0	1.139	read-based	LQ	1
Streptococcus suis	bacitracin	1.0	1.135	read-based	LQ	1
Streptococcus suis	defensin	4.0	12.244	read-based	LQ	1
Streptococcus suis	macrolide-lincosamide-streptogramin	1.0	1.143	read-based	LQ	1
Streptococcus suis	phenicol	1.0	1.06	read-based	LQ	1
Streptococcus suis	tetracycline	4.0	1.143	read-based	LQ	1
Vibrio cholerae	bacitracin	1.0	0.0	read-based	LQ	1
Vibrio cholerae	beta-lactam	1.0	3.996	read-based	LQ	1
Vibrio cholerae	biocide	1.0	0.0	read-based	LQ	1
Vibrio cholerae	colistin	3.0	3.999	read-based	LQ	1
Vibrio cholerae	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	LQ	1
Vibrio cholerae	multidrug	19.0	21.29	read-based	LQ	1
Vibrio cholerae	phenicol	1.0	0.0	read-based	LQ	1
Vibrio parahaemolyticus	bacitracin	1.0	0.0	read-based	LQ	1
Vibrio parahaemolyticus	beta-lactam	1.0	0.0	read-based	LQ	1
Vibrio parahaemolyticus	biocide	5.0	1.987	read-based	LQ	1
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	2.0	7.991	read-based	LQ	1
Vibrio parahaemolyticus	multidrug	19.0	21.055	read-based	LQ	1
Vibrio parahaemolyticus	phenicol	1.0	0.0	read-based	LQ	1
Vibrio parahaemolyticus	quinolone	1.0	0.0	read-based	LQ	1
Vibrio parahaemolyticus	tetracycline	2.0	5.992	read-based	LQ	1
Neisseria gonorrhoeae	fatty acid	0.0	3.2	read-based	LQ	1
Neisseria meningitidis	fatty acid	0.0	2.419	read-based	LQ	1
Staphylococcus pseudintermedius	fosfomycin	0.0	3.149	read-based	LQ	1
unclassified	multidrug	0.0	0.0	read-based	LQ	1
unclassified	tetracycline	0.0	0.0	read-based	LQ	1
Acinetobacter baumannii	aminoglycoside	1.0	2.17	read-based	LQ	2
Acinetobacter baumannii	bacitracin	1.0	2.789	read-based	LQ	2
Acinetobacter baumannii	beta-lactam	3.0	4.635	read-based	LQ	2
Acinetobacter baumannii	biocide	1.0	1.333	read-based	LQ	2
Acinetobacter baumannii	fosfomycin	1.0	0.665	read-based	LQ	2
Acinetobacter baumannii	macrolide-lincosamide-streptogramin	2.0	2.467	read-based	LQ	2
Acinetobacter baumannii	multidrug	14.0	12.471	read-based	LQ	2
Acinetobacter baumannii	phenicol	2.0	0.665	read-based	LQ	2
Bacillus cereus	bacitracin	1.0	0.364	read-based	LQ	2
Bacillus cereus	beta-lactam	5.0	1.804	read-based	LQ	2
Bacillus cereus	defensin	6.0	3.806	read-based	LQ	2
Bacillus cereus	fosfomycin	1.0	1.426	read-based	LQ	2
Bacillus cereus	macrolide-lincosamide-streptogramin	2.0	0.352	read-based	LQ	2
Bacillus cereus	phenicol	1.0	0.362	read-based	LQ	2
Bacillus cereus	streptothricin	1.0	0.528	read-based	LQ	2
Bacillus cereus	tetracycline	1.0	1.697	read-based	LQ	2
Campylobacter jejuni	bacitracin	1.0	1.067	read-based	LQ	2
Campylobacter jejuni	beta-lactam	1.0	0.533	read-based	LQ	2
Campylobacter jejuni	colistin	1.0	0.0	read-based	LQ	2
Campylobacter jejuni	multidrug	6.0	5.708	read-based	LQ	2
Citrobacter freundii	aminoglycoside	1.0	0.368	read-based	LQ	2
Citrobacter freundii	bacitracin	2.0	1.884	read-based	LQ	2
Citrobacter freundii	bacteriocin	2.0	2.789	read-based	LQ	2
Citrobacter freundii	beta-lactam	1.0	1.143	read-based	LQ	2
Citrobacter freundii	biocide	3.0	3.188	read-based	LQ	2
Citrobacter freundii	colistin	10.0	0.988	read-based	LQ	2
Citrobacter freundii	fosmidomycin	1.0	1.461	read-based	LQ	2
Citrobacter freundii	macrolide-lincosamide-streptogramin	2.0	2.952	read-based	LQ	2
Citrobacter freundii	multidrug	24.0	12.652	read-based	LQ	2
Clostridioides difficile	bacitracin	2.0	3.331	read-based	LQ	2
Clostridioides difficile	beta-lactam	1.0	1.996	read-based	LQ	2
Clostridioides difficile	biocide	1.0	0.667	read-based	LQ	2
Clostridioides difficile	defensin	3.0	1.334	read-based	LQ	2
Clostridioides difficile	glycopeptide	2.0	4.661	read-based	LQ	2
Clostridioides difficile	macrolide-lincosamide-streptogramin	1.0	1.999	read-based	LQ	2
Clostridioides difficile	multidrug	2.0	3.978	read-based	LQ	2
Clostridioides difficile	nitroimidazole	1.0	2.847	read-based	LQ	2
Enterobacter cloacae	bacitracin	2.0	1.684	read-based	LQ	2
Enterobacter cloacae	bacteriocin	1.0	0.421	read-based	LQ	2
Enterobacter cloacae	beta-lactam	2.0	0.421	read-based	LQ	2
Enterobacter cloacae	biocide	2.0	1.158	read-based	LQ	2
Enterobacter cloacae	colistin	10.0	9.142	read-based	LQ	2
Enterobacter cloacae	fosfomycin	1.0	0.421	read-based	LQ	2
Enterobacter cloacae	fosmidomycin	1.0	1.216	read-based	LQ	2
Enterobacter cloacae	macrolide-lincosamide-streptogramin	2.0	0.836	read-based	LQ	2
Enterobacter cloacae	multidrug	21.0	17.108999999999998	read-based	LQ	2
Enterobacter hormaechei	bacitracin	2.0	3.184	read-based	LQ	2
Enterobacter hormaechei	bacteriocin	1.0	1.063	read-based	LQ	2
Enterobacter hormaechei	beta-lactam	1.0	0.533	read-based	LQ	2
Enterobacter hormaechei	biocide	2.0	1.06	read-based	LQ	2
Enterobacter hormaechei	colistin	10.0	13.701	read-based	LQ	2
Enterobacter hormaechei	fosfomycin	1.0	0.533	read-based	LQ	2
Enterobacter hormaechei	fosmidomycin	1.0	0.975	read-based	LQ	2
Enterobacter hormaechei	macrolide-lincosamide-streptogramin	3.0	6.245	read-based	LQ	2
Enterobacter hormaechei	multidrug	19.0	23.753	read-based	LQ	2
Enterobacter hormaechei	phenicol	1.0	0.504	read-based	LQ	2
Enterococcus faecium	aminoglycoside	2.0	1.165	read-based	LQ	2
Enterococcus faecium	bacitracin	1.0	1.865	read-based	LQ	2
Enterococcus faecium	defensin	6.0	6.23	read-based	LQ	2
Enterococcus faecium	fosfomycin	1.0	1.083	read-based	LQ	2
Enterococcus faecium	glycopeptide	2.0	3.748	read-based	LQ	2
Enterococcus faecium	macrolide-lincosamide-streptogramin	1.0	0.471	read-based	LQ	2
Enterococcus faecium	multidrug	3.0	0.0	read-based	LQ	2
Escherichia coli	bacitracin	2.0	1.085	read-based	LQ	2
Escherichia coli	bacteriocin	2.0	1.275	read-based	LQ	2
Escherichia coli	beta-lactam	1.0	1.346	read-based	LQ	2
Escherichia coli	biocide	2.0	1.686	read-based	LQ	2
Escherichia coli	colistin	10.0	8.645	read-based	LQ	2
Escherichia coli	fosmidomycin	1.0	1.845	read-based	LQ	2
Escherichia coli	macrolide-lincosamide-streptogramin	2.0	0.614	read-based	LQ	2
Escherichia coli	multidrug	30.0	53.968	read-based	LQ	2
Klebsiella pneumoniae	aminoglycoside	5.0	4.001	read-based	LQ	2
Klebsiella pneumoniae	bacitracin	2.0	3.706	read-based	LQ	2
Klebsiella pneumoniae	beta-lactam	7.0	8.448	read-based	LQ	2
Klebsiella pneumoniae	biocide	4.0	5.898000000000001	read-based	LQ	2
Klebsiella pneumoniae	colistin	10.0	5.68	read-based	LQ	2
Klebsiella pneumoniae	fosfomycin	1.0	0.862	read-based	LQ	2
Klebsiella pneumoniae	fosmidomycin	1.0	0.459	read-based	LQ	2
Klebsiella pneumoniae	macrolide-lincosamide-streptogramin	2.0	1.831	read-based	LQ	2
Klebsiella pneumoniae	multidrug	27.0	26.091	read-based	LQ	2
Klebsiella pneumoniae	phenicol	1.0	0.933	read-based	LQ	2
Klebsiella pneumoniae	sulfonamide	1.0	0.471	read-based	LQ	2
Klebsiella pneumoniae	tetracycline	1.0	0.941	read-based	LQ	2
Klebsiella pneumoniae	trimethoprim	1.0	0.699	read-based	LQ	2
Legionella pneumophila	aminoglycoside	1.0	0.687	read-based	LQ	2
Legionella pneumophila	beta-lactam	1.0	0.696	read-based	LQ	2
Legionella pneumophila	biocide	1.0	0.696	read-based	LQ	2
Listeria monocytogenes	bacteriocin	2.0	2.237	read-based	LQ	2
Listeria monocytogenes	biocide	4.0	3.289	read-based	LQ	2
Listeria monocytogenes	defensin	5.0	1.872	read-based	LQ	2
Listeria monocytogenes	fosfomycin	1.0	0.0	read-based	LQ	2
Listeria monocytogenes	macrolide-lincosamide-streptogramin	1.0	0.0	read-based	LQ	2
Listeria monocytogenes	multidrug	5.0	4.733	read-based	LQ	2
Listeria monocytogenes	rifamycin	1.0	0.471	read-based	LQ	2
Mycobacterium tuberculosis	aminoglycoside	1.0	0.471	read-based	LQ	2
Mycobacterium tuberculosis	bacitracin	1.0	0.471	read-based	LQ	2
Mycobacterium tuberculosis	beta-lactam	1.0	0.0	read-based	LQ	2
Mycobacterium tuberculosis	defensin	1.0	1.131	read-based	LQ	2
Mycobacterium tuberculosis	doxorubicin	2.0	3.758	read-based	LQ	2
Mycobacterium tuberculosis	macrolide-lincosamide-streptogramin	1.0	0.471	read-based	LQ	2
Mycobacterium tuberculosis	multidrug	7.0	8.631	read-based	LQ	2
Mycobacterium tuberculosis	quinolone	1.0	0.723	read-based	LQ	2
Neisseria gonorrhoeae	bacitracin	1.0	0.64	read-based	LQ	2
Neisseria gonorrhoeae	fatty_acid	2.0	0.0	read-based	LQ	2
Neisseria gonorrhoeae	macrolide-lincosamide-streptogramin	2.0	0.0	read-based	LQ	2
Neisseria gonorrhoeae	multidrug	4.0	4.288	read-based	LQ	2
Neisseria gonorrhoeae	sulfonamide	1.0	0.959	read-based	LQ	2
Neisseria meningitidis	bacitracin	1.0	1.6	read-based	LQ	2
Neisseria meningitidis	fatty_acid	2.0	0.0	read-based	LQ	2
